root_pos_x,root_pos_y,root_pos_z,root_rot_x,root_rot_y,root_rot_z,root_rot_w,FL_hip_joint,FL_thigh_joint,FL_calf_joint,FR_hip_joint,FR_thigh_joint,FR_calf_joint,RL_hip_joint,RL_thigh_joint,RL_calf_joint,RR_hip_joint,RR_thigh_joint,RR_calf_joint,FL_foot_joint,FR_foot_joint,RL_foot_joint,RR_foot_joint
0.0,0.0,0.72963,0.0,-0.5231245161092812,0.0,0.852256264656019,0.0,-0.81,0.872,0.0,-0.81,0.872,0.0,0.65,1.0,0.0,0.65,1.0,0.0,0.0,0.0,0.0
0.0006325077057755209,-9.816127577837462e-05,0.7295666208777437,-0.000334116884057053,-0.5230827603901128,0.00028868389169989917,0.8522817789969338,-0.00032218076414973213,-0.8145508602061812,0.8792752105229543,-0.00032218076414973213,-0.8131376185942988,0.8784074544508595,0.004588765021326867,0.6502022647714101,0.9992320363669968,0.004588765021326867,0.6527023410237821,1.0006357344969867,0.0,0.0,0.0,0.0
0.0019062569464341444,-6.665493011719393e-05,0.7294608333658981,-0.00046526643665153946,-0.5232719230612308,0.0004087429152438818,0.8521655420117463,-0.0006466227212534299,-0.8209547309281161,0.8917284319622351,-0.0006455725229256495,-0.8186359311015826,0.8899953184371735,0.006010154115637847,0.6534630341024364,0.999399177846796,0.006041973366021828,0.656963517895136,1.000883815791345,0.0,0.0,0.0,0.0
0.003801832802840989,0.0001407289769437367,0.7293336030467759,-0.00043761376145451674,-0.5236913989881671,0.0003873420040340865,0.8519078454188481,-0.001136377924481276,-0.8291487596415761,0.9091944786289106,-0.0011345939775334905,-0.8260042598807347,0.9060718999772164,0.004396903241267918,0.6597654610830487,1.000383340726357,0.00442280147276689,0.6629589175847976,1.0003813313628136,0.0,0.0,0.0,0.0
0.006301784970197296,0.00048568459374246975,0.729236554747591,-0.00024403638508190922,-0.5243643761319899,0.00021533792827908025,0.8514939196022061,-0.0016775202900065579,-0.8384706421118997,0.9308538256032683,-0.0016755638056393035,-0.8348334950030702,0.9261765500791243,-0.0002866462992123205,0.6695251796877943,1.0015319393899877,-0.00029087182390477063,0.6709299890131162,0.9987192113242874,0.0,0.0,0.0,0.0
0.009376976603042236,0.0008329265834609387,0.7292465561064964,0.0001873401565018844,-0.5253695036209303,-0.00021469368164419114,0.8508741407960323,-0.0016796238899992422,-0.8473277280529302,0.9549067569908287,-0.0016786485303675498,-0.8447054187425015,0.949916001909098,-0.008653687857841309,0.6837711999432463,1.0018165337701606,-0.00862445302267053,0.6810266742052231,0.99555094539895,0.0,0.0,0.0,0.0
0.011998824006873621,0.001055129430644466,0.7289811464377535,-2.847492086191517e-05,-0.5252859338603015,-0.00014512338617479842,0.8509257698629726,-0.00839535539653416,-0.8531262286991669,0.9319226335430151,-0.00231807890793135,-0.8577573279428583,0.9739865955887627,-0.008888833464351223,0.6903124417461488,1.0014926127764814,-0.008759813746476136,0.6879739933991177,0.9939273785878735,0.0,0.0,0.0,0.0
0.014415027268121279,0.0013451696913845557,0.7286284840290476,-0.0001267499928062637,-0.5254182775095969,-0.0001766975909279232,0.8508440435069454,-0.018761724305633082,-0.8682949812956506,0.9135577251159894,-0.0029414875103382625,-0.8686839454324576,0.99450081073049,-0.011022000838068773,0.6969247942660138,1.002879781279029,-0.010794462392048666,0.6940269773622281,0.9933004947833506,0.0,0.0,0.0,0.0
0.016469414204090982,0.0016028478113356925,0.7283042696511776,-0.0001369005594630175,-0.525729143559879,-0.00028052132531791924,0.8506519677152454,-0.02952538304811715,-0.8881309583558846,0.9001347003960968,-0.0033431630595354917,-0.8769166603749272,1.0106969020341798,-0.014095151033383551,0.7034500125505457,1.004646925260954,-0.013746082229301348,0.6992969747138534,0.9931014574992447,0.0,0.0,0.0,0.0
0.01805147975528971,0.0017438783258665945,0.7280441113140713,-0.0001207782130354381,-0.5260702975022401,-0.0003972691432936869,0.850440985416246,-0.0395720124594585,-0.9097780796276529,0.8894154502466545,-0.0034193829160999306,-0.8828266848855831,1.0227273737646752,-0.01661088510239396,0.708933174555614,1.0060180488091417,-0.016135512454018418,0.7035047815974466,0.9932786531119056,0.0,0.0,0.0,0.0
0.019125317812168093,0.001719739252062914,0.727865011076339,-8.791658973072328e-05,-0.5263796445238454,-0.0005193738791920031,0.8502494882988151,-0.04884448316527679,-0.9315662603533699,0.8798567894027503,-0.003052080934202775,-0.8867179045597152,1.030882883977005,-0.017946818236728192,0.7129942666586562,1.0066771801263703,-0.017381782142250318,0.706514528772247,0.9938654490053161,0.0,0.0,0.0,0.0
0.01969530287681802,0.0014997050795585826,0.7277758167212871,-2.4965793128053785e-05,-0.526643055819805,-0.0006626854377537161,0.8500862614943836,-0.05764590627655297,-0.9521624070036708,0.8707975872587636,-0.002122241763615086,-0.8888187203850809,1.0354872288183337,-0.017973089171856124,0.7156159854023757,1.006488098106456,-0.0173829312123778,0.70829652517493,0.994896419049745,0.0,0.0,0.0,0.0
0.019769548814004525,0.0010546629712847957,0.7277838080166869,7.894234945178481e-05,-0.5268513104352187,-0.000840560179493458,0.8499570482791368,-0.0662569811616624,-0.9699344473800305,0.862452567598432,-0.0005237525387652374,-0.8893078546476884,1.0368031784170737,-0.016590368858319382,0.7168279019394304,1.0053029693353268,-0.01604971875001791,0.7088513917173781,0.9963909620181377,0.0,0.0,0.0,0.0
0.019337069855158623,0.00034767400733796126,0.7279016718463012,0.00022042768413775527,-0.5269793654851704,-0.001051266333400532,0.8498773997486812,-0.07472202714665632,-0.9826591057406323,0.8559810959752439,0.001833533552638063,-0.888297533760209,1.034947509104646,-0.01345834675940931,0.7165334296657393,1.0028495829961104,-0.01304159647350242,0.7081801105069655,0.9983360302151586,0.0,0.0,0.0,0.0
0.01837091024520039,-0.0006636807259316983,0.7281520959334492,0.00038493874890838407,-0.5269973134320098,-0.0012799685107795211,0.8498658983264448,-0.08278116009439686,-0.9878068233948674,0.8534588516963578,0.005020430158881632,-0.8857764435692734,1.0298605602409239,-0.008076012651036775,0.7145967121549747,0.9987117388792403,-0.00783006398550649,0.706329126848436,1.000647324039896,0.0,0.0,0.0,0.0
0.016866472898665687,-0.0020041293182956584,0.7285643271735884,0.000564809363838974,-0.5269145718072362,-0.001515292278349059,0.8499167129177368,-0.09013238151039363,-0.9837844491193153,0.8571192122872738,0.009060175547216175,-0.8815430023830615,1.0213795859327714,-0.00029911608371583145,0.7112142673346941,0.9924689707615458,-0.00017547700437975378,0.703507476320681,1.0031142289142514,0.0,0.0,0.0,0.0
0.01487714082383006,-0.0036434120983349673,0.7291228601910296,0.0007252504969461999,-0.5266970270873195,-0.001732093936493669,0.8500510075987743,-0.09729952455782877,-0.9725447629995174,0.8651555482085144,0.013806486247784164,-0.8758466770856185,1.009851899308547,0.00975612911131346,0.7064710143052285,0.9840717684513105,0.009954791721209222,0.6998004830196786,1.0055733253340182,0.0,0.0,0.0,0.0
0.012504701221537863,-0.005520775425872043,0.7298010660825589,0.0008482433144511162,-0.5263706957773374,-0.0019247881099927497,0.8502525897054902,-0.10507663727575087,-0.9571272894287275,0.8762238714223166,0.019078006538193797,-0.8688399340246621,0.9956928504757755,0.02140327510228661,0.7008764568827656,0.9737136129625311,0.022028448716045174,0.6954352195174834,1.0078574109314895,0.0,0.0,0.0,0.0
0.009875364102786919,-0.00754561098772241,0.7305185266111854,0.0009382971867630305,-0.5260179124567151,-0.002115427224995874,0.8504703406590524,-0.11429945149063192,-0.9405070416197218,0.8903509566731103,0.024682128705091684,-0.860657386297312,0.9792893498227329,0.0335081026623316,0.6949915966808697,0.9623179882162265,0.034966715837685756,0.6904883842141034,1.01024679656721,0.0,0.0,0.0,0.0
0.00715902458474607,-0.009532168488367283,0.7310617923674427,0.0010646929305415604,-0.5258445135296984,-0.002382501708843738,0.8505767088894957,-0.1258082763391504,-0.925450493217923,0.9093887552446112,0.030300024027114382,-0.851334279018284,0.9608102389944215,0.0438078554284937,0.6893037285235142,0.9527686839519034,0.046327730188648775,0.6846062785131292,1.014095117286859,0.0,0.0,0.0,0.0
0.004698860447302881,-0.011043361229706138,0.7312108917983421,0.0013830960625271077,-0.5262564102160824,-0.002825196524860618,0.8503201138491081,-0.1404841459110156,-0.9147794172077831,0.9376343213924052,0.034972131382736894,-0.84023716978875,0.9403401482327768,0.0483139409063496,0.6851976172138683,0.9494792748455828,0.05154440183802601,0.6782272848810524,1.0203106537583864,0.0,0.0,0.0,0.0
0.0030646808202842986,-0.011979713477084339,0.7311434524389823,0.0021056006283591932,-0.5274477766019016,-0.0035440000921813384,0.8495774534832307,-0.15631165235474118,-0.9116058554805759,0.9808727429988164,0.03861239388874432,-0.8287172012078031,0.9220875464889583,0.04530327020526203,0.6858585703002792,0.9514591354642389,0.04845768664638826,0.6739519197125916,1.0268570536031312,0.0,0.0,0.0,0.0
0.00260710976926919,-0.012255906148896743,0.7310181153861823,0.003255823553443606,-0.5292825678904693,-0.004319340690529861,0.8484283742522162,-0.17068813664850682,-0.9211288064864395,1.0415335314166647,0.04043731536710112,-0.818642729158401,0.9099589026066186,0.03541811987543254,0.6922094276945715,0.9568203268840781,0.037878405579456556,0.6736216304459958,1.0317874028047118,0.0,0.0,0.0,0.0
